title,year,mpaa_rating,imdb_rating,imdb_ratings_total,imdb_popularity,imdb_user_reviews_total,imdb_critic_reviews_total,runtime,genre,language,country,release_date,production_co,color,description,poster_image,director,cast,budget,gross_usa_weekend,gross_usa,gross_worldwide
Manos: The Hands of Fate,1966,Not Rated,1.9,"32,574",,678,99,70,Horror,English,USA,15 November 1966 (USA),Norm-Iris,Color,"A family driving through a small town gets lost and winds up at a backwoods shack managed by Torgo, who takes care of it while The Master is away. The Master worships Manos, an evil deity, and he also wears a neat cape. When Torgo lets the family stay, The Master awakens and does mean stuff like burning off Torgo's hand and sicking his dog on the family pet. Meanwhile, The Master's wives wrestle for his favor.","https://ia.media-imdb.com/images/M/MV5BNWUzNGExMGEtYzcwNS00OGY5LWE3NmItNDcxZTQ3YjljNmE2XkEyXkFqcGdeQXVyNTc4Njg5MjA@._V1_UX182_CR0,0,182,268_AL_.jpg",Harold P. Warren,"Tom Neyman,John Reynolds,Diane Adelson,Harold P. Warren,Stephanie Nielson,Sherry Proctor,Robin Redd,Jackey Neyman Jones,Bernie Rosenblum,Joyce Molleur,William Bryan Jennings,Jay Hall,Bettye Birns,Lelanie Hansard,Pat Coburn","$19,000",,,
Daniel the Wizard,2004,Not Rated,1.9,"13,512",,45,9,,"Comedy, Crime, Fantasy, Music",German,Germany,12 August 2004 (Germany),Lommel Entertainment,Color,"Evil assassins want to kill Daniel Kublbock, the third runner up for the German Idols.","https://ia.media-imdb.com/images/M/MV5BMTI5OTM2MzAxM15BMl5BanBnXkFtZTcwNDA4MDMzMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg",Ulli Lommel,"Daniel Küblböck,Ulli Lommel,Rudolf Waldemar Brem,Katja Rupé,Günther Küblböck,Peter Schamoni,Adele Eden,Oliver Möller,Marina Lommel,Roger Fritz,Isabella Jantz,Robert Fischer,Gunter Ziegler,Manolito Lommel,Gaby Schmidberger",,,,
Superbabies: Baby Geniuses 2,2004,PG,2.0,"27,362",,133,34,88,"Comedy, Family, Sci-Fi",English,Germany,27 August 2004 (USA),ApolloMedia Distribution,Color,"In this high-adventure sequel the baby geniuses find themselves at the center of a nefarious scheme led by powerful media mogul Bill Biscane. Joining the babies in their battle against evil is a legendary baby named Kahuna. Part ultra-cool spy, part superhero, Kahuna joins babies Archie, Finkleman, Alex and Rosita in a race against time to stop the villainous Biscane from using his state-of-the-art satellite system to control the minds of the world's population.","https://ia.media-imdb.com/images/M/MV5BNjY4NjM3MjQ2OF5BMl5BanBnXkFtZTcwOTc3NzYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Bob Clark,"Jon Voight,Scott Baio,Vanessa Angel,Skyler Shaye,Justin Chatwin,Peter Wingfield,Gerry Fitzgerald,Leo Fitzgerald,Myles Fitzgerald,Max Iles,Michael Iles,Jared Scheideman,Jordan Scheideman,Maia Bastidas,Keana Bastidas","$20,000,000","$3,251,856","$9,109,322,",
Saving Christmas,2014,PG,1.5,"13,558",,143,23,79,"Comedy, Family",English,USA,14 November 2014 (USA),Camfam Studios,Color,"Kirk is enjoying the annual Christmas party extravaganza thrown by his sister until he realizes he needs to help out Christian, his brother-in-law, who has a bad case of the bah-humbugs. Kirk's fresh look at Christmas provides Christian's the chance to see Christ is where He has always been: at the center of our Christmas celebrations and traditions. Can Kirk save his in-laws opinions on Christmas or will he have to celebrate a holiday like this without him?","https://ia.media-imdb.com/images/M/MV5BMTc3MTc3Njc5MV5BMl5BanBnXkFtZTgwNzU3NDE4MjE@._V1_UX182_CR0,0,182,268_AL_.jpg",Darren Doane,"Kirk Cameron,Darren Doane,Bridgette Cameron,Ben Kientz,David Shannon,Raphi Henly,Cameron Ridenour,Everett Ridenour,Reese Ridenour,Sharron Shannon,Clarissa Shannon,Lydia Shannon,Andrew Shannon,Jacob Wilson,Jaidyn Wilson","$500,000","$992,087","$2,783,970",
"Love, Simon",2018,PG-13,8.1,"14,120",23,203,139,110,"Comedy, Drama, Romance",English,USA,16 March 2018 (USA),Fox 2000 Pictures,Color,"A young coming-of-age teenage boy, Simon Spier, goes through a different kind of Romeo and Juliet story. Simon has a love connection with a boy, Blue, by email, but the only problem is that Simon has no idea who he's talking to. Simon must discover who that boy is--who Blue is. Along the way, he tries to find himself as well.","https://ia.media-imdb.com/images/M/MV5BNTMyZDdiMzUtZjcxNS00Mjc3LTljY2UtYjI4YmY5NzJlYjc1XkEyXkFqcGdeQXVyMTA5OTkwNTc@._V1_UX182_CR0,0,182,268_AL_.jpg",Greg Berlanti,"Nick Robinson,Jennifer Garner,Josh Duhamel,Katherine Langford,Alexandra Shipp,Logan Miller,Keiynan Lonsdale,Jorge Lendeborg Jr.,Talitha Eliana Bateman,Tony Hale,Natasha Rothwell,Miles Heizer,Joey Pollari,Clark Moore,Drew Starkey","$17,000,000","$11,756,244","$39,537,589,","$49,700,115,"
Annihilation,2018,R,7.0,"111,710",22,894,302,115,"Adventure, Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",English,UK,23 February 2018 (USA),DNA Films,Color,"A biologist's husband disappears. She puts her name forward for an expedition into an environmental disaster zone, but does not find what she's expecting. The expedition team is made up of the biologist, an anthropologist, a psychologist, a surveyor, and a linguist.","https://ia.media-imdb.com/images/M/MV5BMTk2Mjc2NzYxNl5BMl5BanBnXkFtZTgwMTA2OTA1NDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Alex Garland,"Natalie Portman,Benedict Wong,Sonoya Mizuno,David Gyasi,Oscar Isaac,John Schwab,Jennifer Jason Leigh,Gina Rodriguez,Tuva Novotny,Tessa Thompson,Sammy Hayman,Josh Danford,Kristen McGarrity","$40,000,000","$11,071,584","$32,709,034,",
Maze Runner: The Death Cure,2018,PG-13,6.5,"39,967",21,215,167,141,"Action, Sci-Fi, Thriller",English,USA,26 January 2018 (USA),Gotham Group,Color,"In the epic finale to The Maze Runner Saga, Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary last city, a WCKD controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get the answers to the questions the Gladers have been asking since they first arrived in the maze. Will Thomas and the crew make it out alive? Or will Ava Paige get her way?","https://ia.media-imdb.com/images/M/MV5BMTYyNzk3MDc2NF5BMl5BanBnXkFtZTgwMDk3OTM1NDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Wes Ball,"Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,Thomas Brodie-Sangster,Dexter Darden,Will Poulter,Jacob Lofland,Rosa Salazar,Giancarlo Esposito,Patricia Clarkson,Aidan Gillen,Barry Pepper,Nathalie Emmanuel,Katherine McNamara,Walton Goggins","$62,000,000","$24,167,011","$57,992,782,","$284,770,159,"
The Shape of Water,2017,R,7.5,"197,935",20,930,901,123,"Adventure, Drama, Fantasy, Horror, Romance, Thriller",English,USA,22 December 2017 (USA),Bull Productions,Color,"From master storyteller Guillermo del Toro comes THE SHAPE OF WATER, an otherworldly fable set against the backdrop of Cold War era America circa 1962. In the hidden high-security government laboratory where she works, lonely Elisa (Sally Hawkins) is trapped in a life of isolation. Elisa's life is changed forever when she and co-worker Zelda (Octavia Spencer) discover a secret classified experiment. Rounding out the cast are Michael Shannon, Richard Jenkins, Michael Stuhlbarg, and Doug Jones.","https://ia.media-imdb.com/images/M/MV5BNGNiNWQ5M2MtNGI0OC00MDA2LWI5NzEtMmZiYjVjMDEyOWYzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UX182_CR0,0,182,268_AL_.jpg",Guillermo del Toro,"Sally Hawkins,Michael Shannon,Richard Jenkins,Octavia Spencer,Michael Stuhlbarg,Doug Jones,David Hewlett,Nick Searcy,Stewart Arnott,Nigel Bennett,Lauren Lee Smith,Martin Roach,Allegra Fulton,John Kapelos,Morgan Kelly","$19,400,000","$166,564","$63,814,637,","$192,836,480,"
Thor: Ragnarok,2017,PG-13,7.9,"299,584",19,999,457,130,"Action, Adventure, Comedy, Fantasy, Sci-Fi",English,USA,3 November 2017 (USA),Marvel Entertainment,Color,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of Asgardian civilization, at the hands of an all-powerful new threat, the ruthless Hela.","https://ia.media-imdb.com/images/M/MV5BMjMyNDkzMzI1OF5BMl5BanBnXkFtZTgwODcxODg5MjI@._V1_UX182_CR0,0,182,268_AL_.jpg",Taika Waititi,"Chris Hemsworth,Tom Hiddleston,Cate Blanchett,Idris Elba,Jeff Goldblum,Tessa Thompson,Karl Urban,Mark Ruffalo,Anthony Hopkins,Benedict Cumberbatch,Taika Waititi,Rachel House,Clancy Brown,Tadanobu Asano,Ray Stevenson","$180,000,000","$122,744,989","$315,058,289,","$802,233,599,"
The Titan,2018,TV-MA,4.9,"11,318",18,309,29,97,"Sci-Fi, Thriller",English,UK,30 March 2018 (USA),42,Color,A military family takes part in a ground-breaking experiment of genetic evolution and space exploration.,"https://ia.media-imdb.com/images/M/MV5BMjE4NDc5MDU2NV5BMl5BanBnXkFtZTgwNDI1ODEyNTM@._V1_UX182_CR0,0,182,268_AL_.jpg",Lennart Ruff,"Sam Worthington,Taylor Schilling,Tom Wilkinson,Agyness Deyn,Nathalie Emmanuel,Noah Jupe,Corey Johnson,Aleksandar Jovanovic,Diego Boneta,Aaron Heffernan,Alex Lanipekun,Naomi Battrick,Steven Cree,Nathalie Poza,Francesc Garrido",,,,
Star Wars: The Last Jedi,2017,PG-13,7.4,"364,537",17,"4,942",611,152,"Action, Adventure, Fantasy, Sci-Fi",English,USA,15 December 2017 (USA),Walt Disney Pictures,Color,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.","https://ia.media-imdb.com/images/M/MV5BMjQ1MzcxNjg4N15BMl5BanBnXkFtZTgwNzgwMjY4MzI@._V1_UX182_CR0,0,182,268_AL_.jpg",Rian Johnson,"Mark Hamill,Carrie Fisher,Adam Driver,Daisy Ridley,John Boyega,Oscar Isaac,Andy Serkis,Lupita Nyong'o,Domhnall Gleeson,Anthony Daniels,Gwendoline Christie,Kelly Marie Tran,Laura Dern,Benicio Del Toro,Frank Oz",,"$220,009,584","$620,179,985,","$1,332,704,286,"
Pacific Rim: Uprising,2018,PG-13,6.0,"27,051",16,309,219,111,"Action, Adventure, Sci-Fi",English,USA,23 March 2018 (USA),Clear Angle Studios,Color,"Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots, including rival Lambert and 15-year-old hacker Amara, against a new Kaiju threat.","https://ia.media-imdb.com/images/M/MV5BMjI3Nzg0MTM5NF5BMl5BanBnXkFtZTgwOTE2MTgwNTM@._V1_UX182_CR0,0,182,268_AL_.jpg",Steven S. DeKnight,"John Boyega,Scott Eastwood,Cailee Spaeny,Burn Gorman,Charlie Day,Tian Jing,Jin Zhang,Adria Arjona,Rinko Kikuchi,Karan Brar,Wesley Wong,Ivanna Sakhno,Mackenyu,Lily Ji,Shyrley Rodriguez","$150,000,000","$28,116,535","$57,881,410,","$281,381,410,"
12 Strong,2018,R,6.7,"16,299",15,123,122,130,"Action, Drama, History, War",English,USA,19 January 2018 (USA),Alcon Entertainment,Color,"The True Story of the Army's Special Forces ""Green Berets"", who within weeks responded to the 9-11 attack. Green Berets, with the help of the 160th SOAR(A), took over the country and allowed other Special Forces and the rest of the conventional military to begin the more publicly visible war.","https://ia.media-imdb.com/images/M/MV5BNTEzMjk3NzkxMV5BMl5BanBnXkFtZTgwNjY2NDczNDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Nicolai Fuglsig,"Chris Hemsworth,Michael Shannon,Michael Peña,Navid Negahban,Trevante Rhodes,Geoff Stults,Thad Luckinbill,Austin Hébert,Austin Stowell,Ben O'Toole,Kenneth Miller,Kenny Sheard,Jack Kesy,Rob Riggle,William Fichtner",,"$15,815,025","$45,495,662,","$35,159,610,"
Tomb Raider,2018,PG-13,6.8,"47,677",14,493,316,118,"Action, Adventure, Drama, Fantasy, Thriller",English,UK,16 March 2018 (USA),GK Films,Color,"Lara Croft is the fiercely independent daughter of an eccentric adventurer who vanished when she was scarcely a teen. Now a young woman of 21 without any real focus or purpose, Lara navigates the chaotic streets of trendy East London as a bike courier, barely making the rent, and takes college courses, rarely making it to class. Determined to forge her own path, she refuses to take the reins of her father's global empire just as staunchly as she rejects the idea that he's truly gone. Advised to face the facts and move forward after seven years without him, even Lara can't understand what drives her to finally solve the puzzle of his mysterious death. Going explicitly against his final wishes, she leaves everything she knows behind in search of her dad's last-known destination: a fabled tomb on a mythical island that might be somewhere off the coast of Japan. But her mission will not be an easy one; just reaching the island will be extremely treacherous. Suddenly, the stakes couldn't ...","https://ia.media-imdb.com/images/M/MV5BOTY4NDcyZGQtYmVlNy00ODgwLTljYTMtYzQ2OTE3NDhjODMwXkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg",Roar Uthaug,"Alicia Vikander,Dominic West,Walton Goggins,Daniel Wu,Kristin Scott Thomas,Derek Jacobi,Alexandre Willaume,Tamer Burjaq,Adrian Collins,Keenan Arrison,Andrian Mazive,Milton Schorr,Hannah John-Kamen,Peter Waison,Samuel Mak","$94,000,000","$23,633,317","$56,340,244,","$268,471,570,"
Isle of Dogs,2018,PG-13,8.2,"15,974",13,132,229,101,"Animation, Adventure, Comedy, Drama, Fantasy, Sci-Fi",English,USA,13 April 2018 (USA),American Empirical Pictures,Color,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.","https://ia.media-imdb.com/images/M/MV5BMTYyOTUwNjAxM15BMl5BanBnXkFtZTgwODcyMzE0NDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Wes Anderson,"Bryan Cranston,Koyu Rankin,Edward Norton,Bob Balaban,Bill Murray,Jeff Goldblum,Kunichi Nomura,Akira Takayama,Greta Gerwig,Frances McDormand,Akira Ito,Scarlett Johansson,Harvey Keitel,F. Murray Abraham,Yoko Ono",,"$1,615,269","$20,042,316,","$29,524,081,"
Jumanji: Welcome to the Jungle,2017,PG-13,7.0,"144,758",12,480,269,119,"Action, Adventure, Comedy, Fantasy",English,USA,20 December 2017 (USA),Matt Tolmach Productions,Color,"In a brand new Jumanji adventure, four high school kids discover an old video game console and are drawn into the game's jungle setting, literally becoming the adult avatars they chose. What they discover is that you don't just play Jumanji - you must survive it. To beat the game and return to the real world, they'll have to go on the most dangerous adventure of their lives, discover what Alan Parrish left 20 years ago, and change the way they think about themselves - or they'll be stuck in the game forever, to be played by others without break.","https://ia.media-imdb.com/images/M/MV5BODQ0NDhjYWItYTMxZi00NTk2LWIzNDEtOWZiYWYxZjc2MTgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",Jake Kasdan,"Dwayne Johnson,Kevin Hart,Jack Black,Karen Gillan,Rhys Darby,Bobby Cannavale,Nick Jonas,Alex Wolff,Ser'Darius Blain,Madison Iseman,Morgan Turner,Sean Buxton,Mason Guccione,Marin Hinkle,Tracey Bonner","$90,000,000","$36,169,328","$403,951,484,","$954,577,236,"
You Were Never Really Here,2017,R,7.1,"17,336",11,133,168,89,"Drama, Mystery, Thriller",English,UK,6 April 2018 (USA),Why Not Productions,Color,"Balancing between feverish dreamlike hallucinations of a tormented past and a grim disoriented reality, the grizzled Joe--a traumatised Gulf War veteran and now an unflinching hired gun who lives with his frail elderly mother--has just finished successfully yet another job. With an infernal reputation of being a brutal man of results, the specialised in recovering missing teens enforcer will embark on a blood-drenched rescue mission, when Nina, the innocent 13-year-old daughter of an ambitious New York senator, never returns home. But amidst half-baked leads and a desperate desire to shake off his shoulders the heavy burden of a personal hell, Joe's frenzied plummet into the depths of Tartarus is inevitable, and every step Joe takes to flee the pain, brings him closer to the horrors of insanity. In the end, what is real, and what is a dream? Can there be a new chapter in Joe's life when he keeps running around in circles?","https://ia.media-imdb.com/images/M/MV5BMDkwOTE0ZjMtZmRiYS00M2M3LWE3MzUtNzNmNmExNTNmNjg5XkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_UX182_CR0,0,182,268_AL_.jpg",Lynne Ramsay,"Joaquin Phoenix,Dante Pereira-Olson,Larry Canady,Vinicius Damasceno,Neo Randall,Judith Roberts,Frank Pando,John Doman,Edward Latham,Alex Manette,Claire Hsu,Denis Ozer,Tia-Sophia Bush,Lucy Lan Lao,Annie Mac-Yang",,"$132,829","$512,782,",
Blockers,2018,R,6.6,"6,821",10,86,116,102,Comedy,English,USA,6 April 2018 (USA),Point Grey Pictures,Color,Three parents try to stop their daughters from losing their virginity on prom night.,"https://ia.media-imdb.com/images/M/MV5BMjE0ODIzNjkzMl5BMl5BanBnXkFtZTgwODQ3MzU4NDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Kay Cannon,"Kathryn Newton,Leslie Mann,Gideon Adlon,John Cena,Geraldine Viswanathan,Ike Barinholtz,Gina Gershon,Ramona Young,June Diane Raphael,Miles Robbins,Graham Phillips,Gary Cole,Sarayu Blue,Colton Dunn,Hannibal Buress","$21,000,000","$20,556,350","$39,548,405,","$55,248,405,"
Truth or Dare,2018,PG-13,4.4,"2,245",9,57,84,100,"Horror, Thriller",English,USA,13 April 2018 (USA),Blumhouse Productions,Color,A harmless game of Truth or Dare among friends turns deadly when someone -- or something -- begins to punish those who tell a lie or refuse the dare.,"https://ia.media-imdb.com/images/M/MV5BN2MzOTE4ZDktZTBjNC00NTYwLWI2ZWMtZWM0ZDFlOTM2ODI5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",Jeff Wadlow,"Lucy Hale,Tyler Posey,Violett Beane,Sophia Ali,Nolan Gerard Funk,Landon Liboiron,Sam Lerner,Morgan Lindholm,Gary Anthony Williams,Hayden Szeto,Brady Smith,Aurora Perrineau,Leslie Stratton,Tom Choi,Carlo Sciortino","$3,500,000","$18,667,855","$20,937,100,","$23,537,100,"
The Greatest Showman,2017,PG,7.8,"107,223",8,941,289,105,"Biography, Drama, Musical, Romance",English,USA,20 December 2017 (USA),Chernin Entertainment,Color,"Orphaned, penniless but ambitious and with a mind crammed with imagination and fresh ideas, the American Phineas Taylor Barnum will always be remembered as the man with the gift to effortlessly blur the line between reality and fiction. Thirsty for innovation and hungry for success, the son of a tailor will manage to open a wax museum but will soon shift focus to the unique and peculiar, introducing extraordinary, never-seen-before live acts on the circus stage. Some will call Barnum's wide collection of oddities, a freak show; however, when the obsessed showman gambles everything on the opera singer Jenny Lind to appeal to a high-brow audience, he will somehow lose sight of the most important aspect of his life: his family. Will Barnum risk it all to be accepted?","https://ia.media-imdb.com/images/M/MV5BYjQ0ZWJkYjMtYjJmYS00MjJiLTg3NTYtMmIzN2E2Y2YwZmUyXkEyXkFqcGdeQXVyNjk5NDA3OTk@._V1_UX182_CR0,0,182,268_AL_.jpg",Michael Gracey,"Hugh Jackman,Michelle Williams,Zac Efron,Zendaya,Rebecca Ferguson,Austyn Johnson,Cameron Seely,Keala Settle,Sam Humphrey,Yahya Abdul-Mateen II,Eric Anderson,Ellis Rubin,Skylar Dunn,Daniel Everidge,Radu Spinghel","$84,000,000","$8,805,843","$173,339,590,","$424,779,402,"
Black Panther,2018,PG-13,7.7,"229,335",7,"1,594",530,134,"Action, Adventure, Sci-Fi",Swahili,USA,16 February 2018 (USA),Marvel Studios,Color,"After the events of Captain America: Civil War, King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne from factions within his own country. When two foes conspire to destroy Wakanda, the hero known as Black Panther must team up with C.I.A. agent Everett K. Ross and members of the Dora Milaje, Wakandan special forces, to prevent Wakanda from being dragged into a world war.","https://ia.media-imdb.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",Ryan Coogler,"Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,Danai Gurira,Martin Freeman,Daniel Kaluuya,Letitia Wright,Winston Duke,Sterling K. Brown,Angela Bassett,Forest Whitaker,Andy Serkis,Florence Kasumba,John Kani,David S. Lee","$200,000,000","$202,003,951","$675,382,423,","$1,315,166,598,"
Solo: A Star Wars Story,2018,,,,6,,,135,"Action, Adventure, Fantasy, Sci-Fi",English,USA,25 May 2018 (USA),Lucasfilm,Color,"Board the Millennium Falcon and journey to a galaxy far, far away in 'Solo: A Star Wars Story,' an adventure with the most beloved scoundrel in the galaxy. Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian, in a journey that will set the course of one of the Star Wars saga's most unlikely heroes.","https://ia.media-imdb.com/images/M/MV5BOTM2NTI3NTc3Nl5BMl5BanBnXkFtZTgwNzM1OTQyNTM@._V1_UX182_CR0,0,182,268_AL_.jpg",Ron Howard,"Emilia Clarke,Alden Ehrenreich,Phoebe Waller-Bridge,Donald Glover,Thandie Newton,Paul Bettany,Woody Harrelson,Jon Favreau,Joonas Suotamo,Clint Howard,Warwick Davis,Lily Newmark,Sarah-Stephanie,Richard Dixon,Ian Kenny",,,,
The Meg,2018,PG-13,,,5,,,,"Action, Horror, Sci-Fi, Thriller",English,USA,10 August 2018 (USA),Apelles Entertainment,Color,"Five years ago, expert sea diver and Naval Captain Jonas Taylor encountered an unknown danger in the unexplored recesses of the Mariana Trench that forced him to abort his mission and abandon half his crew. Though the tragic incident earned him a dishonorable discharge, what ultimately cost him his career, his marriage and any semblance of honor was his unsupported and incredulous claims of what caused it - an attack on his vessel by a mammoth, 70-foot sea creature, believed to be extinct for more than a million years. But when a submersible lies sunk and disabled at the bottom of the ocean - carrying his ex-wife among the team onboard - he is the one who gets the call. Whether a shot at redemption or a suicide mission, Jonas must confront his fears and risk his own life and the lives of everyone trapped below on a single question: Could the Carcharodon Megalodon - the largest marine predator that ever existed - still be alive ... and on the hunt?","https://ia.media-imdb.com/images/M/MV5BMTg1ODc2NDQzNF5BMl5BanBnXkFtZTgwOTY1OTUyNTM@._V1_UX182_CR0,0,182,268_AL_.jpg",Jon Turteltaub,"Ruby Rose,Jason Statham,Bingbing Li,Rainn Wilson,Jessica McNamee,Robert Taylor,Cliff Curtis,Ólafur Darri Ólafsson,Page Kennedy,Masi Oka,Shuya Sophia Cai,Rob Kipa-Williams,Winston Chao,Glen Levy,James Gaylyn","$150,000,000",,,
Rampage,2018,PG-13,6.5,"10,977",4,150,172,107,"Action, Adventure, Sci-Fi",English,USA,13 April 2018 (USA),ASAP Entertainment,Color,"Primatologist Davis Okoye shares an unshakable bond with George, the extraordinarily intelligent gorilla who has been in his care since birth. But a rogue genetic experiment gone awry transforms this gentle ape into a raging monster. As these newly created monsters tear across North America, destroying everything in their path, Okoye teams with a discredited genetic engineer to secure an antidote, fighting his way through an ever-changing battlefield, not only to halt a global catastrophe but to save the fearsome creature that was once his friend.","https://ia.media-imdb.com/images/M/MV5BNDA1NjA3ODU3OV5BMl5BanBnXkFtZTgwOTg3MTIwNTM@._V1_UX182_CR0,0,182,268_AL_.jpg",Brad Peyton,"Dwayne Johnson,Naomie Harris,Malin Akerman,Jeffrey Dean Morgan,Jake Lacy,Joe Manganiello,Marley Shelton,P.J. Byrne,Demetrius Grosse,Jack Quaid,Breanne Hill,Matt Gerald,Will Yun Lee,Urijah Faber,Bruce Blackshear","$120,000,000","$35,753,093","$41,674,085,","$183,274,085,"
Ready Player One,2018,PG-13,7.9,"94,287",3,947,435,140,"Action, Adventure, Sci-Fi",English,USA,29 March 2018 (USA),Amblin Entertainment,Color,"In the year 2045, the real world is a harsh place. The only time Wade Watts (Tye Sheridan) truly feels alive is when he escapes to the OASIS, an immersive virtual universe where most of humanity spends their days. In the OASIS, you can go anywhere, do anything, be anyone-the only limits are your own imagination. The OASIS was created by the brilliant and eccentric James Halliday (Mark Rylance), who left his immense fortune and total control of the Oasis to the winner of a three-part contest he designed to find a worthy heir. When Wade conquers the first challenge of the reality-bending treasure hunt, he and his friends-aka the High Five-are hurled into a fantastical universe of discovery and danger to save the OASIS.","https://ia.media-imdb.com/images/M/MV5BY2JiYTNmZTctYTQ1OC00YjU4LWEwMjYtZjkwY2Y5MDI0OTU3XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_UX182_CR0,0,182,268_AL_.jpg",Steven Spielberg,"Tye Sheridan,Olivia Cooke,Ben Mendelsohn,Lena Waithe,T.J. Miller,Simon Pegg,Mark Rylance,Philip Zhao,Win Morisaki,Hannah John-Kamen,Ralph Ineson,Susan Lynch,Clare Higgins,Laurence Spellman,Perdita Weeks","$175,000,000","$41,764,050","$117,005,881,","$484,305,881,"
Avengers: Infinity War,2018,PG-13,,,2,,,149,"Action, Adventure, Fantasy, Sci-Fi",English,USA,27 April 2018 (USA),Marvel Studios,Color,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.","https://ia.media-imdb.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_UX182_CR0,0,182,268_AL_.jpg",Anthony Russo,"Karen Gillan,Elizabeth Olsen,Tom Holland,Chadwick Boseman,Scarlett Johansson,Chris Evans,Chris Hemsworth,Josh Brolin,Sebastian Stan,Linda Cardellini,Pom Klementieff,Zoe Saldana,Robert Downey Jr.,Tom Hiddleston,Chris Pratt",,,,
Apocalypse Now,1979,R,8.5,"512,120",389,"1,041",279,147,"Drama, War",English,USA,15 August 1979 (USA),Zoetrope Studios,Color,"It is the height of the war in Vietnam, and U.S. Army Captain Willard is sent by Colonel Lucas and a General to carry out a mission that, officially, 'does not exist - nor will it ever exist'. The mission: To seek out a mysterious Green Beret Colonel, Walter Kurtz, whose army has crossed the border into Cambodia and is conducting hit-and-run missions against the Viet Cong and NVA. The army believes Kurtz has gone completely insane and Willard's job is to eliminate him! Willard, sent up the Nung River on a U.S. Navy patrol boat, discovers that his target is one of the most decorated officers in the U.S. Army. His crew meets up with surfer-type Lt-Colonel Kilgore, head of a U.S Army helicopter cavalry group which eliminates a Viet Cong outpost to provide an entry point into the Nung River. After some hair-raising encounters, in which some of his crew are killed, Willard, Lance and Chef reach Colonel Kurtz's outpost, beyond the Do Lung Bridge. Now, after becoming prisoners of Kurtz, will...","https://ia.media-imdb.com/images/M/MV5BZGM3ODFkYTAtYzU2OC00NzdmLWI3YWUtZWVmOGExNWE0MmJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",Francis Ford Coppola,"Marlon Brando,Martin Sheen,Robert Duvall,Frederic Forrest,Sam Bottoms,Laurence Fishburne,Albert Hall,Harrison Ford,Dennis Hopper,G.D. Spradlin,Jerry Ziesmer,Scott Glenn,Bo Byers,James Keane,Kerry Rossall","$31,500,000","$118,558","$83,471,511",
