title,year,mpaa_rating,imdb_rating,imdb_ratings_total,imdb_popularity,imdb_user_reviews_total,imdb_critic_reviews_total,runtime,genre,language,country,release_date,production_co,color,description,poster_image,director,cast,budget,gross_usa_weekend,gross_usa,gross_worldwide
Secret Beyond the Door...,1947,Not Rated,6.8,"3,587",,47,48,99,"Drama, Film-Noir, Mystery, Romance, Thriller",English,USA,12 April 1948 (Sweden),Walter Wanger Productions, Black and White,"In this Freudian version of the Bluebeard tale, a young, trust-funded New Yorker goes to Mexico on vacation before marrying an old friend whom she considers a safe choice for a husband. However, there she finds her dream man -- a handsome, mysterious stranger who spots her in a crowd. In a matter of days they marry, honeymoon and move to his mansion, to which he has added a wing full of rooms where famous murders took place. She discovers many secrets about the house and her husband, but what she really wants to know is what is in the room her husband always keeps locked.","https://ia.media-imdb.com/images/M/MV5BNmNjN2M0OGQtMDgzNS00MjZkLTk2MTEtMDQ0OWVmMWFkYTI4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",Fritz Lang,"Joan Bennett,Michael Redgrave,Anne Revere,Barbara O'Neil,Natalie Schafer,Paul Cavanagh,Anabel Shaw,Rosa Rey,James Seay,Mark Dennis","$615,065",,,
All the King's Men,1949,Approved,7.5,"11,189",,71,55,110,"Drama, Film-Noir",English,USA,January 1950 (USA),Columbia Pictures Corporation, Black and White,"Jack Burden is a newspaper reporter who first hears of Willie Stark when his editor sends him to Kanoma County to cover the man. What's special about this nobody running for county treasurer? He's supposedly an honest man. Burden discovers this to be true when he sees Stark delivering a speech and having his son pass out handbills, while the local politicians do their best to intimidate him. Willie Stark is honest and brave. He's also a know-nothing hick whose schoolteacher wife has given him what little education he has. Stark loses the race for treasurer, but later makes his way through law school, becoming an idealistic attorney who fights for what is good. Someone in the governor's employ remembers Stark when the governor needs a patsy to run against him and split the vote of his rival. The fat cats underestimate Stark; but Jack Burden, Stark's biggest supporter, overestimates the man's idealism. To get where he wants to go, Willie Stark is willing to crack a few eggs - which ...","https://ia.media-imdb.com/images/M/MV5BZjQyN2MwMjAtNmJmZS00OWZlLWE1NGQtOGZmYmRjZjIyNWEyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",Robert Rossen,"Broderick Crawford,John Ireland,Joanne Dru,John Derek,Mercedes McCambridge,Shepperd Strudwick,Ralph Dumke,Anne Seymour,Katherine Warren,Raymond Greenleaf,Walter Burke,Will Wright,Grandon Rhodes",,,,
The Lost Weekend,1945,Not Rated,8.0,"28,595",,146,103,101,"Drama, Film-Noir",English,USA,January 1946 (USA),Paramount Pictures, Black and White,"Don Birnam, long-time alcoholic, has been ""on the wagon"" for ten days and seems to be over the worst; but his craving has just become more insidious. Evading a country weekend planned by his brother Wick and girlfriend Helen, he begins a four-day bender. In flashbacks we see past events, all gone wrong because of the bottle. But this bout looks like being his last...one way or the other.","https://ia.media-imdb.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",Billy Wilder,"Ray Milland,Jane Wyman,Phillip Terry,Howard Da Silva,Doris Dowling,Frank Faylen,Mary Young,Anita Sharp-Bolster,Lilian Fontaine,Frank Orth,Lewis L. Russell","$1,250,000",,"$9,460,000,",
The Big Heat,1953,Not Rated,8.0,"18,981",,143,93,89,"Crime, Film-Noir, Thriller",English,USA,October 1953 (USA),Columbia Pictures Corporation, Black and White,"Dave Bannion is an upright cop on the trail of a vicious gang he suspects holds power over the police force. Bannion is tipped off after a colleague's suicide and his fellow officers' suspicious silence lead him to believe that they are on the gangsters' payroll. When a bomb meant for him kills his wife instead, Bannion becomes a furious force of vengeance and justice, aided along the way by the gangster's spurned girlfriend Debby. As Bannion and Debby fall further and further into the Gangland's insidious and brutal trap, they must use any means necessary (including murder) to get to the truth.","https://ia.media-imdb.com/images/M/MV5BMmY1YzRmZDgtMTU4NS00NTcwLWE3N2EtNDc0MTk1ODg2YTA2XkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_UX182_CR0,0,182,268_AL_.jpg",Fritz Lang,"Glenn Ford,Gloria Grahame,Jocelyn Brando,Alexander Scourby,Lee Marvin,Jeanette Nolan,Peter Whitney,Willis Bouchey,Robert Burton,Adam Williams,Howard Wendell,Chris Alcaide,Michael Granger,Dorothy Green,Carolyn Jones",,,"$1,250,000,",
The Postman Always Rings Twice,1946,Not Rated,7.5,"15,675",,140,65,113,"Crime, Drama, Film-Noir, Mystery, Romance, Thriller",English,USA,14 October 1946 (Sweden),Metro-Goldwyn-Mayer (MGM), Black and White,"Nick Smith, the middle-aged proprietor of a roadside restaurant, hires drifter Frank Chambers as a handyman. Frank eventually begins an affair with Nick's beautiful wife Cora, who talks Frank into helping her kill Nick, by ""accident."" But the best laid plans......","https://ia.media-imdb.com/images/M/MV5BNTUzODE2Mzg3NF5BMl5BanBnXkFtZTgwNTE1MDkxMTE@._V1_UY268_CR0,0,182,268_AL_.jpg",Tay Garnett,"Lana Turner,John Garfield,Cecil Kellaway,Hume Cronyn,Leon Ames,Audrey Totter,Alan Reed,Jeff York",,,"$8,330,000,",
The Wrong Man,1956,Not Rated,7.5,"21,508",,143,67,105,"Drama, Film-Noir",English,USA,26 January 1957 (USA),Warner Bros., Black and White,"Christopher Emmanuel Balestrero - Manny to his friends - is a string bassist, a devoted husband and father, and a practicing Catholic. His $85 a week gig playing in the jazz combo at the Stork Club is barely enough to make ends meet. The Balestreros' lives will become a little more difficult with the major dental bills his wife Rose will be incurring. As such, Manny decides to see if he can borrow off of Rose's life insurance policy. But when he enters the insurance office, he is identified by some of the clerks as the man that held up the office twice a few months earlier. Manny cooperates with the police as he has nothing to hide. Manny learns that he is a suspect in not only those hold ups, but a series of other hold ups in the same Jackson Heights neighborhood in New York City where they live. The more that Manny cooperates, the more guilty he appears to the police. With the help of Frank O'Connor, the attorney that they hire, they try to prove Manny's innocence. Regardless of if ...","https://ia.media-imdb.com/images/M/MV5BOWFhOTM1NDItZTMyYi00MGZiLWFjYTktOWI3YTgzNGRjY2I3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",Alfred Hitchcock,"Henry Fonda,Vera Miles,Anthony Quayle,Harold J. Stone,Charles Cooper,John Heldabrand,Esther Minciotti,Doreen Lang,Laurinda Barrett,Norma Connolly,Nehemiah Persoff,Lola D'Annunzio,Kippy Campbell,Robert Essen,Richard Robbins","$1,200,000",,"$2,000,000,",
Sweet Smell of Success,1957,Not Rated,8.2,"22,687",,130,115,96,"Drama, Film-Noir",English,USA,4 July 1957 (USA),Norma Productions, Black and White,"J.J. Hunsecker, the most powerful newspaper columnist in New York, is determined to prevent his sister from marrying Steve Dallas, a jazz musician. He therefore covertly employs Sidney Falco, a sleazy and unscrupulous press agent, to break up the affair by any means possible.","https://ia.media-imdb.com/images/M/MV5BMjE5NTU3YWYtOWIxNi00YWZhLTg2NzktYzVjZWY5MDQ4NzVlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",Alexander Mackendrick,"Burt Lancaster,Tony Curtis,Susan Harrison,Martin Milner,Jeff Donnell,Sam Levene,Joe Frisco,Barbara Nichols,Emile Meyer,Edith Atwater,The Chico Hamilton Quintet","$2,600,000",,,
Niagara,1953,Not Rated,7.1,"12,445",,125,76,92,"Film-Noir, Thriller",English,USA,February 1953 (USA),Twentieth Century Fox,Color,"George and Rose Loomis are honeymooning at a Niagara Falls motel. She plots with Ted Patrick to do him in, but all does not go smoothly. For one thing, after Loomis is reported missing Polly Cutler spies him at the motel but her husband Bud thinks she's imagining it. Marilyn sings ""Kiss.""","https://ia.media-imdb.com/images/M/MV5BMDBhNWE4Y2UtMTA5Mi00YzYyLTliMWMtMjc3OGU0ZWFiMGVhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",Henry Hathaway,"Marilyn Monroe,Joseph Cotten,Jean Peters,Max Showalter,Denis O'Dea,Richard Allan,Don Wilson,Lurene Tuttle,Russell Collins,Will Wright","$1,250,000",,,
Kiss Me Deadly,1955,Not Rated,7.7,"15,620",,179,131,106,"Crime, Film-Noir, Mystery, Sci-Fi, Thriller",English,USA,July 1955 (UK),Parklane Pictures Inc., Black and White,"A frightened woman is running barefoot on a highway, trying desperately to flag a car. After several cars pass her by, the woman sees another car approaching, and to make sure either the car stops, or, she's killed, she stands in the path of the oncoming car. Private Investigator Mike Hammer is the one at the wheel, and after almost hitting the woman, he tells her to get in. The woman's name is Christina Bailey. She is obviously on the run, being barefoot and wearing nothing but a trench coat, and the scent of fear. Whoever was after her eventually catches up with them. Christina has information they want, but dies while being questioned. The killers fake an accident by pushing Hammer's car off the road, but he survives, waking up in hospital two weeks later. As Mike starts to investigate Christina's death, he's told by the police to stay out of it, but, the hard-nosed private investigator proceeds anyways. Little did he know that Christina's secret would lead to death and destruction.","https://ia.media-imdb.com/images/M/MV5BYzA3YTE4MjktN2VmMS00YTdkLTkyYzEtZGUwN2NiZThlZmM5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",Robert Aldrich,"Ralph Meeker,Albert Dekker,Paul Stewart,Juano Hernandez,Wesley Addy,Marian Carr,Marjorie Bennett,Mort Marshall,Fortunio Bonanova,Strother Martin,Mady Comfort,James McCallion,Robert Cornthwaite,Silvio Minciotti,Nick Dennis","$410,000",$214,"$726,000,","$952,000,"
The Lady from Shanghai,1947,Not Rated,7.7,"21,782",,181,103,87,"Crime, Drama, Film-Noir, Mystery, Thriller",English,USA,24 December 1947 (France),Columbia Pictures Corporation, Black and White,"Michael O'Hara, against his better judgement, hires on as a crew member of Arthur Bannister's yacht, sailing to San Francisco. They pick up Grisby, Bannister's law partner, en route. Bannister has a wife, Rosalie, who seems to like Michael much better than she likes her husband. After they dock in Sausalito, Michael goes along with Grisby's weird plan to fake his (Grisby's) murder so he can disappear untailed. He wants the $5000 Grisby has offered, so he can run off with Rosalie. But Grisby turns up actually murdered, and Michael gets blamed for it. Somebody set him up, but it is not clear who or how. Bannister (the actual murderer?) defends Michael in court.","https://ia.media-imdb.com/images/M/MV5BNWZkNTYxZjQtN2IwZi00OGExLTg3ZDEtODNjMDFkN2Y5Y2NkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",Orson Welles,"Rita Hayworth,Orson Welles,Everett Sloane,Glenn Anders,Ted de Corsia,Erskine Sanford,Gus Schilling,Carl Frank,Louis Merrill,Evelyn Ellis,Harry Shannon","$2,300,000","$7,927","$7,927,",
The Killers,1946,Not Rated,7.8,"15,807",,114,93,103,"Crime, Drama, Film-Noir, Mystery",English,USA,30 August 1946 (USA),Mark Hellinger Productions, Black and White,"Two professional killers invade a small town and kill a gas station attendant, ""the Swede,"" who's expecting them. Insurance investigator Reardon pursues the case against the orders of his boss, who considers it trivial. Weaving together threads of the Swede's life, Reardon uncovers a complex tale of treachery and crime, all linked with gorgeous, mysterious Kitty Collins.","https://ia.media-imdb.com/images/M/MV5BYzY0MGUzM2MtNGE0ZS00NDIxLThkNjEtMjJkNThmMGU0OTQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",Robert Siodmak,"Burt Lancaster,Ava Gardner,Edmond O'Brien,Albert Dekker,Sam Levene,Vince Barnett,Virginia Christine,Jack Lambert,Charles D. Brown,Donald MacBride,Charles McGraw,William Conrad",,,,
The Asphalt Jungle,1950,Not Rated,7.9,"20,053",,134,84,112,"Crime, Drama, Film-Noir, Thriller",English,USA,1 June 1950 (USA),Metro-Goldwyn-Mayer (MGM), Black and White,"When the intelligent criminal Erwin ""Doc"" Riedenschneider is released from prison, he seeks a fifty thousand-dollar investment from the bookmaker Cobby to recruit a small gang of specialists for a million-dollar heist of jewels from a jewelry. Doc is introduced to the lawyer Alonzo D. Emmerich that offers to finance the whole operation and buy the gems immediately after the burglary. Doc hires the safecracker Louis Ciavelli, the driver Gus Minissi and the gunman Dix Handley to the heist. His plan works perfectly but bad luck and betrayals compromise the steps after the heist and the gangsters need to flee from the police.","https://ia.media-imdb.com/images/M/MV5BNWYxNWZjZmEtOTk1Ny00ZWE0LWI1YjAtZmQ0ZjM4OGUwNmJjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",John Huston,"Sterling Hayden,Louis Calhern,Jean Hagen,James Whitmore,Sam Jaffe,John McIntire,Marc Lawrence,Barry Kelley,Anthony Caruso,Teresa Celli,Marilyn Monroe,William 'Wee Willie' Davis,Dorothy Tree,Brad Dexter,John Maxwell","$1,232,000",,"$1,077,000,","$2,137,000,"
The Death of Stalin,2017,R,7.2,"30,093",78,156,205,107,Comedy,English,UK,9 March 2018 (USA),Quad Productions,Color,"In early-1953 Moscow, under the Great Terror's heavy cloak of state paranoia, the ever-watchful Soviet leader, Joseph Stalin, collapses unexpectedly of a brain haemorrhage. Inevitably, when his body is discovered in the following morning, a frenetic surge of raw panic spreads like a virus in the senior members of the Council of Ministers, as they scramble to maintain order, weed out the competition, and, ultimately, take power. But in the middle of a gut-wrenching roller-coaster of incessant plotting, tireless machinations, and frail allegiances, absolutely no one is safe; not even the feared chief of the secret police, Lavrenti Beria. In the end, who will prevail after the death of Stalin?","https://ia.media-imdb.com/images/M/MV5BMDhkMjdkNjEtMDExMi00MzRhLTgyMWUtNWRmZTdhZThhMDNhXkEyXkFqcGdeQXVyNTIyODMzMzA@._V1_UX182_CR0,0,182,268_AL_.jpg",Armando Iannucci,"Olga Kurylenko,Tom Brooke,Paddy Considine,Justin Edwards,Adrian McLoughlin,Simon Russell Beale,Jeffrey Tambor,Steve Buscemi,Michael Palin,Paul Ready,Yulya Muhrygina,Andrey Korzhenevskiy,Roger Ashton-Griffiths,Jeremy Limb,Andy Gathergood",,"$184,805","$6,369,519,",
Grimm            ,,TV-14,7.8,"96,333",195,201,40,45,"Drama, Fantasy, Horror, Mystery",English,USA,28 October 2011 (USA),GK Productions,Color,"Portland detective, Nick Burkhardt, has seen some gruesome crime scenes, but nothing prepares him for the strange visions he begins seeing: seemingly regular people momentarily transforming into hideous monsters. A visit from his only living relative reveals the truth. Nick has inherited the ability to see supernatural creatures, and as a ""Grimm,"" he is tasked with keeping the balance between mankind and the mythological. A reformed ""Big Bad Wolf"" becomes his greatest (and also reluctant) ally and confidant. It's not long before his work as a policeman leads Nick to the criminals he once thought were only found in fairy tales.","https://ia.media-imdb.com/images/M/MV5BMTkyODg2MzQwMV5BMl5BanBnXkFtZTgwNTA2MjE1MDI@._V1_UX182_CR0,0,182,268_AL_.jpg",Stephen Carpenter,"David Giuntoli,Russell Hornsby,Silas Weir Mitchell,Sasha Roiz,Reggie Lee,Elizabeth Tulloch,Bree Turner,Claire Coffee",,,,
Doctor Strange,2016,PG-13,7.5,"401,997",136,748,536,115,"Action, Adventure, Fantasy, Sci-Fi",English,USA,4 November 2016 (USA),Marvel Studios,Color,"Marvel's ""Doctor Strange"" follows the story of the talented neurosurgeon Doctor Stephen Strange who, after a tragic car accident, must put ego aside and learn the secrets of a hidden world of mysticism and alternate dimensions. Based in New York City's Greenwich Village, Doctor Strange must act as an intermediary between the real world and what lies beyond, utilising a vast array of metaphysical abilities and artifacts to protect the Marvel Cinematic Universe.","https://ia.media-imdb.com/images/M/MV5BNjgwNzAzNjk1Nl5BMl5BanBnXkFtZTgwMzQ2NjI1OTE@._V1_UX182_CR0,0,182,268_AL_.jpg",Scott Derrickson,"Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,Benedict Wong,Mads Mikkelsen,Tilda Swinton,Michael Stuhlbarg,Benjamin Bratt,Scott Adkins,Zara Phythian,Alaa Safi,Katrina Durden,Topo Wresniwiro,Umit Ulgen,Linda Louise Duan","$165,000,000","$85,058,311","$232,641,920","$677,718,395"
Suicide Squad,2016,PG-13,6.1,"473,833",129,"1,899",655,123,"Action, Adventure, Fantasy, Sci-Fi",English,USA,5 August 2016 (USA),Atlas Entertainment,Color,"It feels good to be bad...Assemble a team of the world's most dangerous, incarcerated Super Villains, provide them with the most powerful arsenal at the government's disposal, and send them off on a mission to defeat an enigmatic, insuperable entity. U.S. intelligence officer Amanda Waller has determined only a secretly convened group of disparate, despicable individuals with next to nothing to lose will do. However, once they realize they weren't picked to succeed but chosen for their patent culpability when they inevitably fail, will the Suicide Squad resolve to die trying, or decide it's every man for himself?","https://ia.media-imdb.com/images/M/MV5BMjM1OTMxNzUyM15BMl5BanBnXkFtZTgwNjYzMTIzOTE@._V1_UX182_CR0,0,182,268_AL_.jpg",David Ayer,"Will Smith,Jaime FitzSimons,Ike Barinholtz,Margot Robbie,Christopher Dyson,Bambadjan Bamba,Viola Davis,Ted Whittall,David Harbour,Robin Atkin Downes,Robert B. Kennedy,Billy Otis,Shailyn Pierre-Dixon,Jared Leto,James McGowan","$175,000,000","$133,682,248","$325,100,054","$745,600,054"
